date,outlet,reporter,headline,original,country,medium,link,note
2020-05-11,The Globe and Mail,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin’s rally after third ‘halving’,,Canada,Article,https://www.theglobeandmail.com/investing/investment-ideas/article-coronavirus-sows-doubt-over-bitcoins-rally-after-third-halving/,
2020-05-11,The New York Times,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',,USA,Article,https://www.nytimes.com/reuters/2020/05/11/business/11reuters-crypto-currencies-bitcoin.html,
2020-05-11,ThisIsMoney,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',,UK,Article,https://www.thisismoney.co.uk/wires/reuters/article-8307285/UPDATE-1-Coronavirus-sows-doubt-bitcoins-rally-halving.html,
2020-05-11,UOL,Gertrude Chavez-Dreyfuss,Coronavírus põe rali do bitcoin em dúvida após terceiro 'halving',,Brazil,Article,https://www.uol.com.br/tilt/noticias/reuters/2020/05/11/coronavirus-poe-rali-do-bitcoin-em-duvida-apos-terceiro-halving.htm,
2020-05-11,Wall Street Reporter,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',,USA,Article,https://www.wallstreetreporter.com/2020/05/coronavirus-sows-doubt-over-bitcoins-rally-after-third-halving/,
2020-05-11,Yahoo! Finance,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',,USA,Article,https://finance.yahoo.com/news/pandemic-rages-anything-goes-bitcoins-043528398.html,
2020-05-12,CryptoSlate,Ali Martinez,Bitcoin goes through the “most brutal” halving ever recorded; here’s why,,USA,Article,https://cryptoslate.com/bitcoin-goes-through-the-most-brutal-halving-ever-recorded-heres-why/,
2020-05-12,Miami Diario,D.P,Bitcoin halving: Experts believe it should only be bought if it is “held” in the long term,,USA,Article,https://miamidiario.com/bitcoin-a-la-mitad-los-expertos-creen-que-solo-se-debe-comprar-si-se-retiene-a-largo-plazo/,
2020-05-12,BiteCoin,Gareth Jenkinson,Halving di Bitcoin fra tre giorni: le previsioni degli esperti,,Italy,Article,https://bitecoin.it/bitcoin/halving-di-bitcoin-fra-tre-giorni-le-previsioni-gli-esperti/,
2020-05-12,Crypto News Australia,Gareth Jenkinson,Top Experts Make Bitcoin Price Predictions as BTC Halving Approaches,,Australia,Article,https://cryptonews.com.au/story/top-experts-make-bitcoin-price-predictions-as-btc-halving-approaches-121382,
2020-05-12,Miami Diario,Gareth Jenkinson,Bitcoin a la mitad: Los expertos creen que sólo se debe comprar si se «retiene» a largo plazo,,USA,Article,https://miamidiario.com/bitcoin-a-la-mitad-los-expertos-creen-que-solo-se-debe-comprar-si-se-retiene-a-largo-plazo/,
2020-05-12,Market Investor,Rob Waugh,Bitcoin just ‘halved’ for the third time in 11 years – here’s what it means,,India,Article,https://www.marketinvestor.in/bitcoin-just-halved-for-the-third-time-in-eleven-years/,
2020-05-12,Yahoo! Finance,Rob Waugh,Bitcoin just ‘halved’ for the third time in 11 years – here’s what it means,,USA,Article,https://finance.yahoo.com/news/bitcoin-halved-price-165148071.html,
2020-05-13,CoinTelegraph,Shiraz Jagati,Bitcoin Halving Was Not the Apocalyptic Event Some in Crypto Feared,,USA,Article,https://cointelegraph.com/news/bitcoin-halving-was-not-the-apocalyptic-event-some-in-crypto-feared,
2020-05-14,CryptoSlate,Ali Martinez,Bitcoin's halving sent on-chain metrics through the roof while whales accumulate,,USA,Article,https://cryptoslate.com/bitcoins-halving-sent-on-chain-metrics-through-the-roof-while-whales-accumulate/,
2020-05-15,Tap Chi Bitcoin,Ali Martinez,Bitcoin's halving sent on-chain metrics through the roof while whales accumulate,,Vietnam,Article,https://tapchibitcoin.io/halving-bitcoin-kich-thich-so-lieu-on-chain-tang-vot-trong-khi-ca-voi-tich-luy.html,
2020-05-20,AMB Crypto,Aakash Athawasya,"XRP trades wide as IOTA, Decred look to make room",,USA,Article,https://eng.ambcrypto.com/xrp-trades-wide-as-iota-decred-look-to-make-room/,
2020-05-20,CryptoKnowmics,Tarulika Jain,Bitcoin Halving 2020 | Why Bitcoin Halving 2020 Is Not Successful?,,UK,Article,https://blog.cryptoknowmics.com/bitcoin-halving-2020/,
2020-06-09,Bitcoin Insider,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",,USA,Article,https://www.bitcoininsider.org/article/88396/bitcoin-still-faces-chain-scaling-trouble-ahead-decred-co-founder-says,
2020-06-09,Cointelegraph,Benjamin Pirus,Bitcoin Still Faces On-Chain Scaling Trouble Ahead,,USA,Article,https://cointelegraph.com/news/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says,
2020-06-09,Cointelegraph Brazil,Benjamin Pirus,"Bitcoin ainda enfrenta problemas de escalabilidade na cadeia, diz fundador da Decred",,Brazil,Article,https://cointelegraph.com.br/news/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says,
2020-06-09,Crypto Brain,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",,USA,Article,https://cryptobrain.net/2020/06/09/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says/,
2020-06-09,Crypto News Australia,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",,Australia,Article,https://cryptonews.com.au/story/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says-125414,
2020-06-09,International Cryptocurrency News,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",,USA,Article,https://internationalcryptocurrencynews.com/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says/,
2020-06-10,ChainDD,Benjamin Pirus,Decred联合创始人表示：比特币未来仍面临链上扩容的困扰,,China,Article,https://www.chaindd.com/3321602.html,
2020-06-10,Coin Spectator,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",,USA,Article,https://coinspectator.com/news/1588434/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says,
2020-06-10,Investing.com Spain,Benjamin Pirus,El cofundador de Decred dice que Bitcoin aun presenta problemas de escalabilidad en cadena,,Spain,Article,https://es.investing.com/news/cryptocurrency-news/el-cofundador-de-decred-dice-que-bitcoin-aun-presenta-problemas-de-escalabilidad-en-cadena-2008897,
2020-06-17,BlockChain Supper,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,,USA,Article,https://www.blockchainsupper.com/news/cbdcs-can-facilitate-crony-capitalism/,
2020-06-17,Cointelegraph,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,,USA,Article,https://cointelegraph.com/news/decred-co-founder-cbdcs-can-facilitate-crony-capitalism,
2020-06-17,Cointelegraph Italy,Michael Kapilkov,Cofondatore di Decred: le CBDC favorirebbero il nepotismo,,Italy,Article,https://it.cointelegraph.com/news/decred-co-founder-cbdcs-can-facilitate-crony-capitalism,
2020-06-17,Cointelegraph Japan,Michael Kapilkov,「中央銀行デジタル通貨は縁故資本主義を加速させる」＝Decred共同創業者,,Japan,Article,https://jp.cointelegraph.com/news/decred-co-founder-cbdcs-can-facilitate-crony-capitalism,
2020-06-17,Investing.com,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,,USA,Article,https://www.investing.com/news/cryptocurrency-news/decred-cofounder-cbdcs-can-facilitate-crony-capitalism-2205012,
2020-06-17,TechFishNews,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,,USA,Article,https://www.techfishnews.com/decred-co-founder-cbdcs-can-facilitate-crony-capitalism-10951.html,
2020-06-18,Investing.com Spain,Michael Kapilkov,Cofundador de Decred: Las CBDC facilitará el crecimiento del capitalismo amiguista,,Spain,Article,https://es.investing.com/news/cryptocurrency-news/cofundador-de-decred-las-cbdc-facilitara-el-crecimiento-del-capitalismo-amiguista-2011381,
2020-06-18,Mon-Livret.fr,Michael Kapilkov,Les CBDC peuvent faciliter le capitalisme de copinage,,France,Article,http://www.mon-livret.fr/crypto/4241/les-cbdc-peuvent-faciliter-le-capitalisme-de-copinage/,
2020-06-27,Cointelegraph,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',,USA,Article,https://cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination,
2020-06-27,Investing.com,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',,USA,Article,https://www.investing.com/news/cryptocurrency-news/decred-cofounder-calls-paypal-and-crypto-an-odd-combination-2214322,
2020-06-27,Zephyrnet,Benjamin Pirus,Co-Founder Decred Menyebut PayPal dan Crypto 'An Odd Combination',,Indonesia,Article,https://zephyrnet.com/id/pendiri-co-decred-menyebut-paypal-dan-crypto-kombinasi-yang-aneh/,
2020-06-28,0xzx.com,Benjamin Pirus,Decred联合创始人称PayPal和Crypto为“奇怪的组合”,,China,Article,https://0xzx.com/202006280722687783.html,
2020-06-28,Bitcoin House,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,,China,Article,http://www.btc798.com/articles/78925.html,
2020-06-28,Cointelegraph Brazil,Benjamin Pirus,Cofundador da Decred acha 'estranha' união do PayPal com criptomoedas,,Brazil,Article,https://cointelegraph.com.br/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination,
2020-06-28,Cointelegraph China,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,,China,Article,https://www.tuoluocaijing.cn/article/detail-10014847.html,
2020-06-28,Cointelegraph Germany,Benjamin Pirus,Krypto-Experte sieht etwaige Krypto-Pläne von PayPal als „widersprüchlich“,,Germany,Article,https://de.cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination,
2020-06-28,Cointelegraph Spain,Benjamin Pirus,El cofundador de Decred cree que PayPal y las criptomonedas son 'una combinación extraña',,USA,Article,https://es.cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination,
2020-06-28,Guibi,Benjamin Pirus,"Decred co-founder called PayPal and encryption ""a strange combination""",,China,Article,https://www.guibi.com/article/17769.html,
2020-06-28,KriptoArena,Benjamin Pirus,Decred kurucu ortağı PayPal ve kriptoyu garip bir kombinasyon olarak niteledi,,Turkey,Article,https://www.kriptoarena.com/decred-kurucu-ortagi-paypal-ve-kriptoyu-garip-bir-kombinasyon-olarak-niteledi,
2020-06-28,MHN Pakistan,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto ‘An Odd Combination’,,Pakistan,Article,https://myhotnewspk.com/71417/decred-co-founder-calls-paypal-and-crypto-an-odd-combination/,
2020-06-28,OKEX,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,,China,Article,https://www.okex.com/academy/zh/co-founder-of-decred-paypal-and-cryptocurrency-are-a-strange-combination-cn,
2020-06-28,Sina Finance,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,,China,Article,https://finance.sina.com.cn/stock/relnews/us/2020-06-28/doc-iircuyvk0777638.shtml,
2020-06-28,TechFishNews,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',,USA,Article,https://www.techfishnews.com/decred-co-founder-calls-paypal-and-crypto-an-odd-combination-12220.html,
2020-06-28,wanbizu.com,Benjamin Pirus,区块链每日重要动态：6月28日见闻_玩币族,,China,Article,https://www.wanbizu.com/news/20200629485640.html,
2020-06-28,WebGiaCoin,Benjamin Pirus,Người đồng sáng lập Decred gọi PayPal và Crypto là 'sự kết hợp kỳ lạ',,Vietnam,Article,https://webgiacoin.com/tintuc/nguoi-dong-sang-lap-decred-goi-paypal-va-crypto-la-su-ket-hop-ky-la-10596.html,
2020-06-28,World Today News,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',,USA,Article,https://world-today-news.com/decred-co-founder-believes-paypal-and-cryptocurrencies-are-a-strange-combination/,
2020-06-28,Zaker,Benjamin Pirus,Decred 联合创始人：PayPal 和加密货币是一对“奇怪的组合,,China,Article,http://www.myzaker.com/article/5ef7fd138e9f09688310bd6b/,
2020-06-28,Kriptom,Semra Ekeli,Decred Kurucu Ortağı PayPal ve Kriptoyu 'Tek Bir Kombinasyon' Olarak İsimlendirdi,,Turkey,Article,https://www.kriptom.com/decred-kurucu-ortagi-paypal-ve-kriptoyu-tek-bir-kombinasyon-olarak-isimlendirdi/,
2020-06-28,Cointelegraph,Thomas Simms,"PayPal Crypto Rumors, RIP Wirecard, Telegram Settles: Hodler’s Digest, June 22–28",,USA,Article,https://cointelegraph.com/news/paypal-crypto-rumors-rip-wirecard-telegram-settles-hodlers-digest-june-2228,
2020-06-28,TechTelegraph,Thomas Simms,"PayPal Crypto Rumors, RIP Wirecard, Telegram Settles: Hodler’s Digest, June 22–28",,USA,Article,https://www.techtelegraph.co.uk/paypal-crypto-rumors-rip-wirecard-telegram-settles-hodlers-digest-june-22-28/,
2020-06-28,The Classy Investor,Thomas Simms,"PayPal Crypto Rumors, RIP Wirecard, Telegram Settles: Hodler’s Digest, June 22-28",,USA,Article,https://theclassyinvestor.com/2020/06/28/paypal-crypto-rumors-rip-wirecard-telegram-settles-hodlers-digest-june-22-28/,
2020-06-29,Cointelegraph Italy,Benjamin Pirus,Jake Yocom-Piatt: PayPal e criptovalute sono 'una strana combinazione',,Italy,Article,https://it.cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination,
2020-06-30,AMB Crypto,Jibin Mathew George,"Cardano, Tron, Decred Price Analysis: 30 June",,USA,Article,https://eng.ambcrypto.com/cardano-tron-decred-price-analysis-30-june/,quote taken from Jun 27 Cointelegraph article
2020-07-02,ValueWalk,Richard Red,Self-Funding Cryptocurrencies Unfazed By Recession,,USA,Article,https://www.valuewalk.com/2020/07/self-funding-cryptocurrencies-recession/,
2020-07-08,Forbes,Charles Bovaird,Bitcoin Volatility Reached Lowest Since February Last Month,,USA,Article,https://www.forbes.com/sites/cbovaird/2020/07/08/bitcoin-volatility-reached-lowest-since-february-last-month/,
2020-07-15,Cointelegraph Italy,Stephen O'Neal,Una lettera di PayPal sembra confermare il suo ingresso nel mondo crypto,,Italy,Article,https://it.cointelegraph.com/news/paypal-letter-seems-to-confirm-crypto-capability-rumors,quote taken from Jun 29 Cointelegraph article
2020-07-15,Bitpush.news,Xiu Mu,"Bitcoin.org owner: Bitcoin's price stability is a good thing, allowing people to focus on applications and principles",,China,Article,https://www.bitpush.news/articles/872764,quote taken from July 15 Forbes article
2020-07-15,ChainNews,Xiu Mu,"Bitcoin.org owner: Bitcoin's price stability is a good thing, allowing people to focus on applications and principles",,China,Article,https://www.chainnews.com/zh-hant/articles/585418132268.htm,
2020-07-15,tuoluocaijing.cn,Xiu Mu,"Bitcoin.org owner: Bitcoin's price stability is a good thing, allowing people to focus on applications and principles",,China,Article,https://www.tuoluocaijing.cn/article/detail-10018008.html,
2020-07-15,WXN,Xiu Mu,"Bitcoin.org owner: Bitcoin's price stability is a good thing, allowing people to focus on applications and principles",,China,Article,https://wxn.qq.com/cmsid/20200715A02GA300,
2020-07-17,Corriere Romagna,N/a,Le criptovalute sbarcheranno su PayPal? I dubbi degli esperti,,Italy,Article,https://www.corriereromagna.it/le-criptovalute-sbarcheranno-su-paypal-i-dubbi-degli-esperti/,quote taken from Jun 29 Cointelegraph Italy article
2020-08-05,AMB Crypto,Biraajmaan Tamuly,Bitcoin on-chain solutions are punching above its weight again,1,USA,Article,https://eng.ambcrypto.com/bitcoin-on-chain-solutions-are-punching-above-its-weight-again/,quotes taken from Jun 09 Cointelegraph article
2020-08-05,0xzx.com NL,Biraajmaan Tamuly,Bitcoin on-chain-oplossingen werken weer,0,,Article,https://nl.0xzx.com/bitcoin-on-chain-oplossingen-werken-weer/,
2020-08-05,Fintech Zoom,Judi Simms,Bitcoin on-chain solutions are punching above its weight again,0,USA,Article,https://fintechzoom.com/fintech_news_bitcoin-news/bitcoin-on-chain-solutions-are-punching-above-its-weight-again/,
2020-08-06,0xzx.com AR,Biraajmaan Tamuly,تعمل حلول Bitcoin على السلسلة مرة أخرى,0,,Article,https://ar.0xzx.com/20200806102765.html,
2020-08-06,Sunrise Read,Linda Hopkins,Bitcoin on-chain solutions are punching above its weight again,0,USA,Article,https://sunriseread.com/bitcoin-on-chain-solutions-are-punching-above-its-weight-again/109311/,
2020-08-26,Finance Magnates,Rachel McIntosh,Are Crypto Platforms Taking Personal Data Protection Seriously Enough?,1,USA,Article,https://www.financemagnates.com/cryptocurrency/news/are-crypto-platforms-taking-personal-data-protection-seriously-enough/,
2020-08-26,Pupil,Rachel McIntosh,Are Crypto Platforms Taking Personal Data Protection Seriously Enough?,0,France,Article,https://www.pupil.fr/are-crypto-platforms-taking-private-information-coverage-significantly-sufficient/,
2020-08-26,USA Express,Rachel McIntosh,Are Crypto Platforms Taking Personal Data Protection Seriously Enough?,0,USA,Article,https://www.theusaexpress.com/index.php/2020/08/26/are-crypto-platforms-taking-private-knowledge-safety-severely-sufficient/,
2020-08-27,banks.com.gr,Χρήστος Ν. Κώνστας,Προστασία προσωπικών δεδομένων από τις πλατφόρμες Crypto.,1,Greece,Article,https://banks.com.gr/prostasia-prosopikon-dedomenon-apo-tis-platformes-crypto/,quote taken from Aug 26 Finance Magnates article; author page https://banks.com.gr/author/konstas/
2020-08-30,Cointelegraph,Benjamin Pirus,Ledger CTO discusses wallet’s safety after multiple security setbacks,1,USA,Article,https://cointelegraph.com/news/ledger-cto-discusses-wallet-s-safety-after-multiple-security-setbacks,
2020-08-30,247 News Around the World,Benjamin Pirus,Ledger CTO discusses wallet’s safety after multiple security setbacks,0,USA,Article,https://247newsaroundtheworld.com/news/ledger-cto-discusses-wallets-safety-after-multiple-security-setbacks/,
2020-08-30,Armenian Reporter,Benjamin Pirus,Ledger CTO discusses wallet’s safety after multiple security setbacks,0,USA,Article,https://www.reporter.am/ledger-cto-discusses-wallets-safety-after-multiple-security-setbacks/,
2020-08-30,Best Forex Tips,Benjamin Pirus,Ledger’s CTO Discusses Safety of Wallet after Multiple Setbacks,0,USA,Article,https://bestforextips.biz/ledgers-cto-discusses-safety-of-wallet-after-multiple-setbacks/,
2020-08-30,Digital Market News,Benjamin Pirus,Ledger CTO discusses wallet’s safety after multiple security setbacks,0,USA,Article,https://www.digitalmarketnews.com/ledger-cto-discusses-wallets-safety-after-multiple-security-setbacks/,
2020-08-30,Geonomie.fr,Benjamin Pirus,Ledger CTO discute de la sécurité du portefeuille après de multiples revers de sécurité,0,France,Article,https://www.geonomie.fr/actualite/bitcoin/ledger-cto-discute-de-la-securite-du-portefeuille-apres-de-multiples-revers-de-securite/,
2020-08-30,The Bharat Express News,Benjamin Pirus,Ledger CTO discusses wallet’s safety after multiple security setbacks,0,USA,Article,https://www.thebharatexpressnews.com/ledger-cto-discusses-portfolio-security-after-multiple-security-setbacks/,
2020-08-30,The Union Journal,Benjamin Pirus,Ledger CTO discusses wallet’s safety after multiple security setbacks,0,USA,Article,https://theunionjournal.com/ledger-cto-discusses-wallets-safety-after-multiple-security-setbacks/,
2020-08-30,wanbizu.com,Benjamin Pirus,Ledger首席技术官在多次安全挫折后讨论钱包的安全性,0,China,Article,https://www.wanbizu.com/blockchain/20200830594643.html,
2020-08-30,WebGiaCoin,Benjamin Pirus,Ledger CTO thảo luận về sự an toàn của ví sau nhiều lần thất bại về bảo mật,0,Vietnam,Article,https://webgiacoin.com/tintuc/ledger-cto-thao-luan-ve-su-an-toan-cua-vi-sau-nhieu-lan-that-bai-ve-bao-mat-16467.html,
2020-09-17,The Daily Chain,Gareth Jenkinson,Decred clarify details of reported ‘vulnerability’,1,UK,Article,https://thedailychain.com/decred-clarify-details-of-reported-vulnerability/,
2020-09-25,Authority Magazine,Tyler Gallagher,"Meet The Disruptors: How Jake Yocom-Piatt of Decred Aims To Redefine Governance, With Blockchain Technology",1,USA,Article,https://medium.com/authority-magazine/meet-the-disruptors-how-jake-yocom-piatt-of-decred-aims-to-redefine-governance-with-blockchain-5c3724f20e74,
2020-09-26,AMB Crypto,Aakash Athawasya,"Will DeFi crash the crypto-economy, the same way CDOs did?",1,UK,Article,https://eng.ambcrypto.com/will-defi-crash-the-crypto-economy-the-same-way-cdos-did/,
2020-09-26,AMB Crypto Spanish,Aakash Athawasya,"¿DeFi colapsará la criptoeconomía, de la misma manera que lo hicieron los CDO?",0,USA,Article,https://es.ambcrypto.com/defi-colapsara-la-criptoeconomia-de-la-misma-manera-que-lo-hicieron-los-cdo/,
2020-09-26,Beekuaibao,Aakash Athawasya,DeFi是否会像08年“次贷危机”一样使加密经济崩溃？,0,China,Article,https://www.beekuaibao.com/article/759723105117646848,
2020-09-26,Coingenius.news,Aakash Athawasya,"Will DeFi crash the crypto-economy, the same way CDOs did?",0,USA,Article,https://coingenius.news/will-defi-crash-the-crypto-economy-the-same-way-cdos-did/,
2020-09-26,huoxing24,Aakash Athawasya,DeFi是否会像08年“次贷危机”一样使加密经济崩溃？,0,China,Article,https://news.huoxing24.com/20200927101309684636.html,
2020-09-26,News Break,Aakash Athawasya,"Will DeFi crash the crypto-economy, the same way CDOs did?",0,USA,Article,https://www.newsbreak.com/news/2070490056559/will-defi-crash-the-crypto-economy-the-same-way-cdos-did,
2020-09-26,tuoluocaijing.cn,Aakash Athawasya,DeFi 是否会像08年“次贷危机”一样使加密经济崩溃？,0,China,Article,https://www.tuoluocaijing.cn/article/detail-10028488.html,
2020-09-27,0xzx.com,Aakash Athawasya,DeFi是否会像CDO一样使加密货币经济崩盘？,0,China,Article,https://0xzx.com/202009271403849098.html,
2020-09-27,Bi Shi Jie,Aakash Athawasya,DeFi是否会像08年“次贷危机”一样使加密经济崩溃？,0,China,Article,https://www.bishijie.com/shendu/132136.html,
2020-09-27,btc798.com,Aakash Athawasya,DeFi 是否会像08年“次贷危机”一样使加密经济崩溃？,0,China,Article,http://www.btc798.com/articles/81168.html,
2020-09-27,Crypto Fund Report,Aakash Athawasya,"Will DeFi Crash The Crypto-Economy, The Same Way CDOs Did?",0,USA,Article,https://www.cryptofundreport.com/articles/will-defi-crash-the-crypto-economy-the-same-way-cdos-did/,
2020-09-28,Crypto Hellenic Bloc,Aakash Athawasya,"ΜΗΠΩΣ Η DEFI ΘΑ ΣΥΝΤΡΙΨΕΙ ΤΗΝ ΚΡΥΠΤΟΟΙΚΟΝΟΜΙΑ, ΟΠΩΣ ΕΚΑΝΑΝ ΤΑ CDO ΣΤΗΝ ΚΡΙΣΗ ΤΩΝ ΑΚΙΝΗΤΩΝ;",0,Greece,Article,https://cryptohellenicbloc.com/2020/09/28/%CE%BC%CE%AE%CF%80%CF%89%CF%82-%CE%B7-defi-%CE%B8%CE%B1-%CF%83%CF%85%CE%BD%CF%84%CF%81%CE%AF%CF%88%CE%B5%CE%B9-%CF%84%CE%B7%CE%BD-%CE%BA%CF%81%CF%85%CF%80%CF%84%CE%BF%CE%BF%CE%B9%CE%BA%CE%BF%CE%BD/,
2020-09-28,Tap Chi Bitcoin,Aakash Athawasya,Liệu DeFi có làm sụp đổ nền kinh tế tiền điện tử giống như cách mà CDO đã làm trong cuộc khủng hoảng 2007?,0,Vietnam,Article,https://tapchibitcoin.io/lieu-defi-co-lam-sup-do-nen-kinh-te-tien-dien-tu-giong-nhu-cach-ma-cdo-da-lam-trong-nam-2009.html,
2020-10-02,ChainNews,Aakash Athawasya,洞見未來 : Decred 如何利用區塊鏈技術重構治理體系,0,China,Article,https://www.chainnews.com/zh-hant/articles/479188045679.htm,
2020-10-12,Cointelegraph,Anirudh Tiwari,DeFi market fall showcases how rising TVL doesn’t tell the full story,1,USA,Article,https://cointelegraph.com/news/defi-market-fall-showcases-how-rising-tvl-doesn-t-tell-the-full-story,
2020-10-12,8btc,Anirudh Tiwari,DeFi市场下跌而TVL上升，DeFi市场会成为泡沫吗？,0,China,Article,https://www.8btc.com/media/655459,
2020-10-12,BitFinanzas,Anirudh Tiwari,¿Las métricas de valor total bloqueado «TVL» son confiables para medir el mercado DeFi?,0,USA,Article,https://bitfinanzas.com/las-metricas-de-valor-total-bloqueado-tvl-son-confiables-para-medir-el-mercado-defi/,
2020-10-12,Cointelegraph China,Anirudh Tiwari,DeFi市场下跌而TVL上升，DeFi市场会成为泡沫吗？,0,China,Article,https://cointelegraphcn.com/news/defi-market-fall-showcases-how-rising-tvl-doesn-t-tell-the-full-story,
2020-10-12,Cointelegraph Spain,Anirudh Tiwari,El otoño del mercado DeFi muestra cómo el constante aumento del Valor Total Bloqueado no cuenta la historia completa,0,Spain,Article,https://es.cointelegraph.com/news/defi-market-fall-showcases-how-rising-tvl-doesn-t-tell-the-full-story,
2020-10-12,Criptoredes,Anirudh Tiwari,El otoño del mercado DeFi muestra cómo el constante aumento del Valor Total Bloqueado no cuenta la historia completa,0,Spain,Article,https://criptoredes.com/2020/10/12/el-otono-del-mercado-defi-muestra-como-el-constante-aumento-del-valor-total-bloqueado-no-cuenta-la-historia-completa/,
2020-10-12,Europe & World News,Anirudh Tiwari,The fall of the DeFi market shows that a steadily increasing total blocked value doesn’t tell the full story,0,USA,Article,https://www.europeworldnews.com/the-fall-of-the-defi-market-shows-that-a-steadily-increasing-total-blocked-value-doesnt-tell-the-full-story/,
2020-10-12,Investing.com,Anirudh Tiwari,DeFi market fall showcases how rising TVL doesn’t tell the full story,0,USA,Article,https://www.investing.com/news/cryptocurrency-news/defi-market-fall-showcases-how-rising-tvl-doesnt-tell-the-full-story-2322455,
2020-10-12,Min livret,Anirudh Tiwari,L’automne du marché DeFi montre à quel point la hausse de TVL ne raconte pas toute l’histoire,0,France,Article,https://www.mon-livret.fr/actualite/crypto/lautomne-du-marche-defi-montre-a-quel-point-la-hausse-de-tvl-ne-raconte-pas-toute-lhistoire/,
2020-10-12,WebGiaCoin,Anirudh Tiwari,Sự sụt giảm của thị trường DeFi cho thấy mức độ tăng của TVL không kể hết câu chuyện,0,Vietnam,Article,https://webgiacoin.com/tintuc/su-sut-giam-cua-thi-truong-defi-cho-thay-muc-do-tang-cua-tvl-khong-ke-het-cau-chuyen-20213.html,
2020-10-13,Bi Shi Jie,Anirudh Tiwari,DeFi市场下跌而TVL上升，DeFi市场会成为泡沫吗？,0,China,Article,https://www.bishijie.com/shendu/135156.html,
2020-10-13,Bijiaocheng,Anirudh Tiwari,DeFi市场下跌而TVL上升，DeFi市场会成为泡沫吗？,0,China,Article,https://www.bijiaocheng.com/zixun/guandian/131940.html,
2020-10-13,BTC HANGQING.CN,Anirudh Tiwari,如果债务市场下跌，TVL上升，债务市场会变成泡沫吗？,0,China,Article,https://www.btchangqing.cn/120059.html,
2020-10-13,btc17,Anirudh Tiwari,如果债务市场下跌，TVL上升，债务市场会变成泡沫吗？,0,China,Article,https://www.btc17.com/30163.html,
2020-10-13,China Gold Network,Anirudh Tiwari,DeFi市场下跌而TVL上升 DeFi市场会成为泡沫吗？,0,China,Article,http://gold.cngold.com.cn/20201013d11141n347870346.html,
2020-10-13,Crypto News Australia,Anirudh Tiwari,DeFi market fall showcases how rising TVL doesnt tell the full story,0,Australia,Article,https://cryptonews.com.au/story/defi-market-fall-showcases-how-rising-tvl-doesnt-tell-the-full-story-139480,
2020-10-13,GeekMeta,Anirudh Tiwari,DeFi 市场下跌而 TVL 上升，DeFi 市场会成为泡沫吗？,0,China,Article,https://www.geekmeta.com/article/2503072.html,
