date,outlet_name,reporter,headline,country,medium,link
2020-05-11,The Globe and Mail,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin’s rally after third ‘halving’,Canada,Internet,https://www.theglobeandmail.com/investing/investment-ideas/article-coronavirus-sows-doubt-over-bitcoins-rally-after-third-halving/
2020-05-11,The New York Times,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',USA,Internet,https://www.nytimes.com/reuters/2020/05/11/business/11reuters-crypto-currencies-bitcoin.html
2020-05-11,ThisIsMoney,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',UK,Internet,https://www.thisismoney.co.uk/wires/reuters/article-8307285/UPDATE-1-Coronavirus-sows-doubt-bitcoins-rally-halving.html
2020-05-11,UOL,Gertrude Chavez-Dreyfuss,Coronavírus põe rali do bitcoin em dúvida após terceiro 'halving',Brazil,Internet,https://www.uol.com.br/tilt/noticias/reuters/2020/05/11/coronavirus-poe-rali-do-bitcoin-em-duvida-apos-terceiro-halving.htm
2020-05-11,Wall Street Reporter,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',USA,Internet,https://www.wallstreetreporter.com/2020/05/coronavirus-sows-doubt-over-bitcoins-rally-after-third-halving/
2020-05-11,Yahoo Finance,Gertrude Chavez-Dreyfuss,Coronavirus sows doubt over bitcoin's rally after third 'halving',USA,Internet,https://finance.yahoo.com/news/pandemic-rages-anything-goes-bitcoins-043528398.html
2020-05-12,BiteCoin,Gareth Jenkinson,Halving di Bitcoin fra tre giorni: le previsioni degli esperti,Italy,Internet,https://bitecoin.it/bitcoin/halving-di-bitcoin-fra-tre-giorni-le-previsioni-gli-esperti/
2020-05-12,Crypto News Australia,Gareth Jenkinson,Top Experts Make Bitcoin Price Predictions as BTC Halving Approaches,Australia,Internet,https://cryptonews.com.au/story/top-experts-make-bitcoin-price-predictions-as-btc-halving-approaches-121382
2020-05-12,CryptoSlate,Ali Martinez,Bitcoin goes through the “most brutal” halving ever recorded; here’s why,USA,Internet,https://cryptoslate.com/bitcoin-goes-through-the-most-brutal-halving-ever-recorded-heres-why/
2020-05-12,Market Investor,Rob Waugh,Bitcoin just ‘halved’ for the third time in 11 years – here’s what it means,India,Internet,https://www.marketinvestor.in/bitcoin-just-halved-for-the-third-time-in-eleven-years/
2020-05-12,Miami Diario,Gareth Jenkinson,Bitcoin a la mitad: Los expertos creen que sólo se debe comprar si se «retiene» a largo plazo,USA,Internet,https://miamidiario.com/bitcoin-a-la-mitad-los-expertos-creen-que-solo-se-debe-comprar-si-se-retiene-a-largo-plazo/
2020-05-12,MiamiDiario.com,D.P,Bitcoin halving: Experts believe it should only be bought if it is “held” in the long term,USA,Internet,https://miamidiario.com/bitcoin-a-la-mitad-los-expertos-creen-que-solo-se-debe-comprar-si-se-retiene-a-largo-plazo/
2020-05-12,Yahoo Finance,Rob Waugh,Bitcoin just ‘halved’ for the third time in 11 years – here’s what it means,USA,Internet,https://finance.yahoo.com/news/bitcoin-halved-price-165148071.html
2020-05-13,CoinTelegraph,Shiraz Jagati,Bitcoin Halving Was Not the Apocalyptic Event Some in Crypto Feared,USA,Internet,https://cointelegraph.com/news/bitcoin-halving-was-not-the-apocalyptic-event-some-in-crypto-feared
2020-05-14,CryptoSlate,Ali Martinez,Bitcoin's halving sent on-chain metrics through the roof while whales accumulate,USA,Internet,https://cryptoslate.com/bitcoins-halving-sent-on-chain-metrics-through-the-roof-while-whales-accumulate/
2020-05-15,Tap Chi Bitcoin,Ali Martinez,Bitcoin's halving sent on-chain metrics through the roof while whales accumulate,Vietnam,Internet,https://www.tapchibitcoin.vn/halving-bitcoin-kich-thich-so-lieu-on-chain-tang-vot-trong-khi-ca-voi-tich-luy.html
2020-05-20,AMB Crypto,Aakash Athawasya,"XRP trades wide as IOTA, Decred look to make room",USA,Internet,https://eng.ambcrypto.com/xrp-trades-wide-as-iota-decred-look-to-make-room/
2020-05-20,CryptoKnowmics,Tarulika Jain,Bitcoin Halving 2020 | Why Bitcoin Halving 2020 Is Not Successful?,UK,Internet,https://blog.cryptoknowmics.com/bitcoin-halving-2020/
2020-06-09,Bitcoin Insider,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",USA,Internet,https://www.bitcoininsider.org/article/88396/bitcoin-still-faces-chain-scaling-trouble-ahead-decred-co-founder-says
2020-06-09,Cointelegraph,Benjamin Pirus,Bitcoin Still Faces On-Chain Scaling Trouble Ahead,USA,Internet,https://cointelegraph.com/news/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says
2020-06-09,Cointelegraph Brazil,Benjamin Pirus,"Bitcoin ainda enfrenta problemas de escalabilidade na cadeia, diz fundador da Decred",Brazil,Internet,https://cointelegraph.com.br/news/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says
2020-06-09,Crypto Brain,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",USA,Internet,https://cryptobrain.net/2020/06/09/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says/
2020-06-09,Crypto News Australia,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",Australia,Internet,https://cryptonews.com.au/story/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says-125414
2020-06-09,International Cryptocurrency News,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",USA,Internet,https://internationalcryptocurrencynews.com/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says/
2020-06-10,Chaindd,Benjamin Pirus,Decred联合创始人表示：比特币未来仍面临链上扩容的困扰,China,Internet,https://www.chaindd.com/3321602.html
2020-06-10,Coin Spectator,Benjamin Pirus,"Bitcoin Still Faces On-Chain Scaling Trouble Ahead, Decred Co-Founder Says",USA,Internet,https://coinspectator.com/news/1588434/bitcoin-still-faces-on-chain-scaling-trouble-ahead-decred-co-founder-says
2020-06-10,Investing.com Spain,Benjamin Pirus,El cofundador de Decred dice que Bitcoin aun presenta problemas de escalabilidad en cadena,Spain,Internet,https://es.investing.com/news/cryptocurrency-news/el-cofundador-de-decred-dice-que-bitcoin-aun-presenta-problemas-de-escalabilidad-en-cadena-2008897
2020-06-17,BlockChain Supper,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,USA,Internet,https://www.blockchainsupper.com/news/cbdcs-can-facilitate-crony-capitalism/
2020-06-17,Cointelegraph,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,USA,Internet,https://cointelegraph.com/news/decred-co-founder-cbdcs-can-facilitate-crony-capitalism
2020-06-17,Cointelegraph Italy,Michael Kapilkov,Cofondatore di Decred: le CBDC favorirebbero il nepotismo,Italy,Internet,https://it.cointelegraph.com/news/decred-co-founder-cbdcs-can-facilitate-crony-capitalism
2020-06-17,Cointelegraph Japan,Michael Kapilkov,「中央銀行デジタル通貨は縁故資本主義を加速させる」＝Decred共同創業者,Japan,Internet,https://jp.cointelegraph.com/news/decred-co-founder-cbdcs-can-facilitate-crony-capitalism
2020-06-17,Investing.com,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,USA,Internet,https://www.investing.com/news/cryptocurrency-news/decred-cofounder-cbdcs-can-facilitate-crony-capitalism-2205012
2020-06-17,TechFishNews,Michael Kapilkov,Decred Co-Founder: CBDCs Can Facilitate Crony Capitalism,USA,Internet,https://www.techfishnews.com/decred-co-founder-cbdcs-can-facilitate-crony-capitalism-10951.html
2020-06-18,Investing.com Spain,Michael Kapilkov,Cofundador de Decred: Las CBDC facilitará el crecimiento del capitalismo amiguista,Spain,Internet,https://es.investing.com/news/cryptocurrency-news/cofundador-de-decred-las-cbdc-facilitara-el-crecimiento-del-capitalismo-amiguista-2011381
2020-06-18,Mon-Livret.fr,Michael Kapilkov,Les CBDC peuvent faciliter le capitalisme de copinage,France,Internet,http://www.mon-livret.fr/crypto/4241/les-cbdc-peuvent-faciliter-le-capitalisme-de-copinage/
2020-06-27,Cointelegraph,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',USA,Internet,https://cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination
2020-06-27,Cointelegraph Italy,Benjamin Pirus,Jake Yocom-Piatt: PayPal e criptovalute sono 'una strana combinazione',Italy,Internet,https://it.cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination
2020-06-27,Investing.com,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',USA,Internet,https://www.investing.com/news/cryptocurrency-news/decred-cofounder-calls-paypal-and-crypto-an-odd-combination-2214322
2020-06-27,Zephyrnet,Benjamin Pirus,Co-Founder Decred Menyebut PayPal dan Crypto 'An Odd Combination',Indonesia,Internet,https://zephyrnet.com/id/pendiri-co-decred-menyebut-paypal-dan-crypto-kombinasi-yang-aneh/
2020-06-28,Bitcoin House,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,China,Internet,http://www.btc798.com/articles/78925.html
2020-06-28,Cointelegraph,Thomas Simms,"PayPal Crypto Rumors, RIP Wirecard, Telegram Settles: Hodler’s Digest, June 22–28",USA,Internet,https://cointelegraph.com/news/paypal-crypto-rumors-rip-wirecard-telegram-settles-hodlers-digest-june-2228
2020-06-28,Cointelegraph (Spanish),Benjamin Pirus,El cofundador de Decred cree que PayPal y las criptomonedas son 'una combinación extraña',USA,Internet,https://es.cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination
2020-06-28,Cointelegraph Brazil,Benjamin Pirus,Cofundador da Decred acha 'estranha' união do PayPal com criptomoedas,Brazil,Internet,https://cointelegraph.com.br/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination
2020-06-28,Cointelegraph China,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,China,Internet,https://www.tuoluocaijing.cn/article/detail-10014847.html
2020-06-28,Cointelegraph Germany,Benjamin Pirus,Krypto-Experte sieht etwaige Krypto-Pläne von PayPal als „widersprüchlich“,Germany,Internet,https://de.cointelegraph.com/news/decred-co-founder-calls-paypal-and-crypto-an-odd-combination
2020-06-28,Guibi,Benjamin Pirus,"Decred co-founder called PayPal and encryption ""a strange combination""",China,Internet,https://www.guibi.com/article/17769.html
2020-06-28,https://0xzx.com/,Benjamin Pirus,Decred联合创始人称PayPal和Crypto为“奇怪的组合”,China,Internet,https://0xzx.com/202006280722687783.html
2020-06-28,https://webgiacoin.com/,Benjamin Pirus,Người đồng sáng lập Decred gọi PayPal và Crypto là 'sự kết hợp kỳ lạ',Vietnam,Internet,https://webgiacoin.com/tintuc/nguoi-dong-sang-lap-decred-goi-paypal-va-crypto-la-su-ket-hop-ky-la-10596.html
2020-06-28,KriptoArena,Benjamin Pirus,Decred kurucu ortağı PayPal ve kriptoyu garip bir kombinasyon olarak niteledi,Turkey,Internet,https://www.kriptoarena.com/decred-kurucu-ortagi-paypal-ve-kriptoyu-garip-bir-kombinasyon-olarak-niteledi
2020-06-28,Kriptom,Semra Ekeli,Decred Kurucu Ortağı PayPal ve Kriptoyu 'Tek Bir Kombinasyon' Olarak İsimlendirdi,Turkey,Internet,https://www.kriptom.com/decred-kurucu-ortagi-paypal-ve-kriptoyu-tek-bir-kombinasyon-olarak-isimlendirdi/
2020-06-28,MHN Pakistan,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto ‘An Odd Combination’,Pakistan,Internet,https://myhotnewspk.com/71417/decred-co-founder-calls-paypal-and-crypto-an-odd-combination/
2020-06-28,OKEX,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,China,Internet,https://www.okex.com/academy/zh/co-founder-of-decred-paypal-and-cryptocurrency-are-a-strange-combination-cn
2020-06-28,Sina,Benjamin Pirus,Decred联合创始人：PayPal和加密货币是一对“奇怪的组合”,China,Internet,https://finance.sina.com.cn/stock/relnews/us/2020-06-28/doc-iircuyvk0777638.shtml
2020-06-28,TechFishNews,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',USA,Internet,https://www.techfishnews.com/decred-co-founder-calls-paypal-and-crypto-an-odd-combination-12220.html
2020-06-28,TechTelegraph,Thomas Simms,"PayPal Crypto Rumors, RIP Wirecard, Telegram Settles: Hodler’s Digest, June 22–28",USA,Internet,https://www.techtelegraph.co.uk/paypal-crypto-rumors-rip-wirecard-telegram-settles-hodlers-digest-june-22-28/
2020-06-28,The Classy Investor,Thomas Simms,"PayPal Crypto Rumors, RIP Wirecard, Telegram Settles: Hodler’s Digest, June 22-28",USA,Internet,https://theclassyinvestor.com/2020/06/28/paypal-crypto-rumors-rip-wirecard-telegram-settles-hodlers-digest-june-22-28/
2020-06-28,wazbizu.com,Benjamin Pirus,区块链每日重要动态：6月28日见闻_玩币族,China,Internet,https://www.wanbizu.com/news/20200629485640.html
2020-06-28,World Today News,Benjamin Pirus,Decred Co-Founder Calls PayPal and Crypto 'An Odd Combination',USA,Internet,https://world-today-news.com/decred-co-founder-believes-paypal-and-cryptocurrencies-are-a-strange-combination/
2020-06-28,Zaker,Benjamin Pirus,Decred 联合创始人：PayPal 和加密货币是一对“奇怪的组合,China,Internet,http://www.myzaker.com/article/5ef7fd138e9f09688310bd6b/
2020-06-30,AMB Crypto,Jibin Mathew George,"Cardano, Tron, Decred Price Analysis: 30 June",USA,Internet,https://eng.ambcrypto.com/cardano-tron-decred-price-analysis-30-june/
